id,grupo,nombre,descripcion,termino,visto
2069,programa,Generación T.Real exportación Marruecos,<p>Exportación medida en tiempo real hacia Marruecos.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2070,programa,Generación T.Real exportación Portugal,<p>Exportación medida en tiempo real hacia Portugal.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2071,programa,Generación T.Real exportación Francia,<p>Exportación medida en tiempo real hacia Francia.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2072,programa,Generación T.Real exportación total,<p>Exportación total medida en tiempo real.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2073,programa,Generación T.Real importación Andorra,<p>Importación medida en tiempo real desde Andorra.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2074,programa,Generación T.Real importación Marruecos,<p>Importación medida en tiempo real desde Marruecos.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2075,programa,Generación T.Real importación Portugal,<p>Importación medida en tiempo real desde Portugal.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2076,programa,Generación T.Real importación Francia,<p>Importación medida en tiempo real desde Francia.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2077,programa,Generación T.Real importación total,<p>Importación total medida en tiempo real.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2078,programa,Generación T.Real consumo bombeo,<p>Consumo medido en tiempo real del tipo de producción por bombeo.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2079,programa,Generación T.Real turbinación bombeo,<p>Generación medida en tiempo real del tipo de producción por turbinación de bombeo.</p><p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2080,programa,Generación T.Real generación hidráulica,<p>Generación medida en tiempo real del tipo de producción hidráulica.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2081,programa,Generación T.Real consumo bombeo para sistemas no peninsulares,<p>Consumo medido en tiempo real del tipo de producción por bombeo en los sistemas no peninsulares.</p><p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2082,programa,Generación T.Real turbinación bombeo para sistemas no peninsulares,<p>Generación medida en tiempo real del tipo de producción por turbinación de bombeo en los sistemas no peninsulares.</p><p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2083,programa,Generación T.Real generación hidráulica para sistemas no peninsulares,<p>Generación medida en tiempo real del tipo de producción hidráulica en los sistemas no peninsulares.</p><p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2084,programa,Generación T.Real enlace Lanzarote-Fuerteventura para sistemas no peninsulares,<p>Generación medida en tiempo real en el enlace Lanzarote-Fuerteventura en los sistemas no peninsulares.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2102,programa,Rentas de congestión mecanismos implícitos intradiario 1 Francia importación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido FR->ES sesión 1.</p> <p><b>Publicación:en torno a las 16:00 horas con la información del día D+1.</b></p>,D+1,2026-08-31
2103,programa,Rentas de congestión mecanismos implícitos intradiario 2 Francia importación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido FR->ES sesión 2.</p> <p><b>Publicación: en torno a las 23:00 horas con la información del día D+1.</b></p>,D+1,2026-08-31
2104,programa,Rentas de congestión mecanismos implícitos intradiario 3 Francia importación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido FR->ES sesión 3.</p> <p><b>Publicación: en torno a las 12:00 horas con la información del día D.</b></p>,D+1,2026-08-31
2105,programa,Rentas de congestión mecanismos implícitos intradiario 1 Francia exportación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido ES->FR sesión 1. </p> <p><b>Publicación: en torno a las 16:00 horas con la información del día D+1.</b></p>,D+1,2026-08-31
2106,programa,Rentas de congestión mecanismos implícitos intradiario 2 Francia exportación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido ES->FR sesión 2. </p> <p><b>Publicación: en torno a las 23:00 horas con la información del día D+1.</b></p>,D+1,2026-08-31
2107,programa,Rentas de congestión mecanismos implícitos intradiario 3 Francia exportación,<p>Con fecha 13/06/2024 se realizó la puesta en servicio de las subastas implícitas intradiarias europeas. Estas subastas asignan capacidad de intercambio en las interconexiones FR-ES y PT-ES de manera equivalente al acoplamiento de mercados diarios (casación simultánea de ofertas de compra y venta de energía en el conjunto del Mercado Interior de Electricidad que resulta en asignación de capacidad de intercambio en las interconexiones del MIE).</p> <p>En concreto este indicador se refiere a las rentas derivadas del mercado intradiario con Francia en sentido ES->FR sesión 3. </p> <p><b>Publicación: en torno a las 12:00 horas con la información del día D.</b></p>,D+1,2026-08-31
2108,programa,Término de ajuste de mercados a plazo,"<p>Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor).</p><p>En concreto este indicador se refiere a la componente de precio basada en la ponderación del precio medio de la cesta de productos a plazo (mensual, trimestral y anual) y del precio medio horario del mercado diario e intradiario.</p><p>Este término tiene en cuenta también un factor de corrección por energía calculado en base al volumen estimado de aprovisionamiento de productos a plazo por parte de las comercializadoras de referencia respecto al valor promedio de energía horaria del PDBF del conjunto de comercializadoras de referencia.</p><p><b>Publicación:</b> diariamente a las 20:20 horas con la información del día D+1.</p>",D+1,2026-08-31
2109,programa,Programa de apoyo de emergencia Francia importación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Francia en el sentido FR->ES y para cada hora.</p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2110,programa,Programa de apoyo de emergencia Francia exportación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Francia en el sentido ES-FR y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2111,programa,Programa de apoyo de emergencia Portugal importación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Portugal en el sentido PT->ES y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2112,programa,Programa de apoyo de emergencia Portugal exportación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Portugal en el sentido ES->PT y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2113,programa,Programa de apoyo de emergencia Marruecos importación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Marruecos en el sentido MA->ES y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2114,programa,Programa de apoyo de emergencia Marruecos exportación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Marruecos en el sentido ES->MA y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2115,programa,Programa de apoyo de emergencia Andorra importación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Andorra en el sentido AN->ES y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2116,programa,Programa de apoyo de emergencia Andorra exportación,"<p>Apoyo establecido bajo la demanda del sistema que necesita asistencia para resolver una situación de emergencia cuando no hay otros medios disponibles.</p> <p>La programación de los intercambios de apoyo se articula mediante acuerdos específicos entre los sistemas que comparten la interconexión. También se recogen en el procedimiento de operación 4.0.</p> <p>En concreto este indicador se refiere a los programas de intercambio de apoyo en la interconexión, en [MWh], con Andorra en el sentido ES->AN y para cada hora. </p><p><b>Publicación:</b> en la H+1 en caso de existir información en la hora H.</p>",D+1,2026-08-31
2117,prevision,Capacidad de intercambio comercial prevista en la interconexión con Francia horizonte intradiario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>

<p>Esta capacidad es calculada seg&uacute;n los criterios establecidos en el P.O.4.0.</p>

<p>En concreto este indicador se refiere a la capacidad en la interconexi&oacute;n con Francia en el sentido MA-&gt;ES para el d&iacute;a de programaci&oacute;n.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;el d&iacute;a inmediatamente anterior al d&iacute;a de programaci&oacute;n antes de las 11&nbsp;horas.</p>",prevista,2026-08-31
2118,prevision,Capacidad de intercambio comercial prevista en la interconexión con Francia horizonte intradiario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>

<p>Esta capacidad es calculada seg&uacute;n los criterios establecidos en el P.O.4.0.</p>

<p>En concreto este indicador se refiere a la capacidad en la interconexi&oacute;n con Francia en el sentido MA-&gt;ES para el d&iacute;a de programaci&oacute;n.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;el d&iacute;a inmediatamente anterior al d&iacute;a de programaci&oacute;n antes de las 11&nbsp;horas.</p>",prevista,2026-08-31
2119,prevision,Capacidad de intercambio comercial prevista en la interconexión con Portugal horizonte intradiario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>

<p>Esta capacidad es calculada seg&uacute;n los criterios establecidos en el P.O.4.0.</p>

<p>En concreto este indicador se refiere a la capacidad en la interconexi&oacute;n con Portugal en el sentido MA-&gt;ES para el d&iacute;a de programaci&oacute;n.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;el d&iacute;a inmediatamente anterior al d&iacute;a de programaci&oacute;n antes de las 11&nbsp;horas.</p>",prevista,2026-08-31
2120,prevision,Capacidad de intercambio comercial prevista en la interconexión con Portugal horizonte intradiario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>

<p>Esta capacidad es calculada seg&uacute;n los criterios establecidos en el P.O.4.0.</p>

<p>En concreto este indicador se refiere a la capacidad en la interconexi&oacute;n con Portugal en el sentido MA-&gt;ES para el d&iacute;a de programaci&oacute;n.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;el d&iacute;a inmediatamente anterior al d&iacute;a de programaci&oacute;n antes de las 11&nbsp;horas.</p>",prevista,2026-08-31
2127,prevision,Coste de reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al coste de asignación del servicio de reserva de regulación secundaria a bajar.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas con la información del día D+1, y cualquier día para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
2129,prevision,Coste asignación de reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al coste de asignación del servicio de reserva de regulación secundaria a bajar.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas con la información del día D+1, y cualquier día para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
2130,prevision,Precio Reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio marginal resultante de reserva de regulación secundaria a subir.</p><p><b>Publicación:</b> diariamente a partir de las 16:30 horas con la información del día D+1.</p>",previsto,2026-08-31
2131,programa,Generación programada P48 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2132,programa,Generación programada PBF Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2133,programa,Generación programada PHF1 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2134,programa,Generación programada PHF2 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2135,programa,Generación programada PHF3 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2136,programa,Generación programada PHF4 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2137,programa,Generación programada PHF5 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2138,programa,Generación programada PHF6 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2139,programa,Generación programada PHF7 Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2140,programa,Generación programada PHFC Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2141,programa,Generación programada PVP Hibridación,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hibridación.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.</p>,D+1,2026-08-31
2142,programa,Programa bilateral PBF Hibridación,"<p>Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español. </p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Carbón.</p><p>Para ver la composición de este indicador por favor consulte la opción Desglose del selector Comparar con.</p><p>Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución.</p><p><b>Publicación:</b> diariamente a partir de las 13:45 horas con la información del día D+1.</p>",D+1,2026-08-31
2207,prevision,Necesidad de energía de regulación secundaria subir en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a las necesidades de energía de regulación secundaria a subir en el sistema eléctrico peninsular español.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>",previsto,2026-08-31
2208,prevision,Necesidad de energía de regulación secundaria bajar en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a las necesidades de energía de regulación secundaria a bajar en el sistema eléctrico peninsular español.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>",previsto,2026-08-31
2267,capacidad,Potencia instalada híbrida renovable,<p>Potencia instalada híbrida renovable (HIR)</p>,potencia instalada,2026-08-31
2268,capacidad,Potencia instalada híbrida renovable-térmica no renovable,<p>Potencia instalada híbrida renovable-térmica no renovable (HRT)</p>,potencia instalada,2026-08-31
2269,capacidad,Potencia instalada híbrida renovable-almacenamiento,<p>Potencia instalada híbrida renovable-almacenamiento (HRA)</p>,potencia instalada,2026-08-31
2270,capacidad,Potencia instalada híbrida térmica no renovable con almacenamiento,<p>Potencia instalada híbrida térmica no renovable con almacenamiento (HTA)</p>,potencia instalada,2026-08-31
2271,capacidad,Potencia instalada híbrida renovable-térmica no renovable-almacenamiento,<p>Potencia instalada híbrida renovable-térmica no renovable-almacenamiento (HAT)</p>,potencia instalada,2026-08-31
2272,capacidad,Potencia instalada de generación solar fotovoltaica híbridada,<p>Potencia instalada de generación solar fotovoltaica híbridada (SFH)</p>,potencia instalada,2026-08-31
2273,capacidad,Potencia instalada de generación eólica híbridada,<p>Potencia instalada de generación eólica híbridada (EOH)</p>,potencia instalada,2026-08-31
2274,capacidad,Potencia instalada de generación cogeneración híbridada,<p>Potencia instalada de generación cogeneración híbridada (COH)</p>,potencia instalada,2026-08-31
2275,capacidad,Potencia instalada de baterías híbridada,<p>Potencia instalada de baterías híbridada (BAH)</p>,potencia instalada,2026-08-31
2344,programa,Generación T.Real Turbina de vapor,<p>Consumo medido en tiempo real del tipo de producción por Turbina de vapor.</p> <p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1,2026-08-31
2352,programa,Energía asignada por restricciones técnicas diario Fase I Subir RSI,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Reserva Potencia a Subir Insuficiente.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",D+1,2026-08-31
